Location,Period,Indicator,Dim1,First Tooltip
France,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,38.83
France,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,30.56
France,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.39
France,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,41.73
France,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,32.82
France,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,40.15
France,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,44.73
France,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,35.35
France,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.12
France,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,48.09
France,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,37.91
France,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,46.31
France,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,51.67
France,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,40.7
France,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,49.72
France,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,55.21
France,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,43.96
France,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,53.32
France,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,59.3
France,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,47.04
France,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,57.11
France,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,63.45
France,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,50.45
Gabon,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,42.46
Gabon,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,46.55
Gabon,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,38.18
Gabon,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.56
Gabon,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,47.75
Gabon,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,39.19
Gabon,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,45.11
Gabon,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,49.44
Gabon,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,40.61
Gabon,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,46.98
Gabon,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,51.37
Gabon,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,42.31
Gabon,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,49.83
Gabon,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,54.28
Gabon,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,45.13
Gabon,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,52.27
Gabon,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,56.88
Gabon,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,47.44
Gabon,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,54.57
Gabon,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,59.2
Gabon,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,49.68
Gabon,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,56.85
Gabon,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,61.61
Gabon,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,51.91
Gabon,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,59.25
Gabon,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,64.11
Gabon,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,54.17
Gabon,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,61.56
Gabon,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,66.51
Gabon,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,56.38
Gabon,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,64.28
Gabon,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,69.36
Gabon,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,58.91
Gabon,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,66.91
Gabon,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,72.11
Gabon,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,61.58
Gabon,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,69.6
Gabon,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,74.85
Gabon,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,63.98
Gabon,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.19
Gabon,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,77.45
Gabon,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.48
Gabon,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,74.3
Gabon,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,79.74
Gabon,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,68.55
Gabon,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,76.53
Gabon,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,82.16
Gabon,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,70.63
Gabon,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,78.63
Gabon,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,84.36
Gabon,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,72.65
Gabon,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,80.54
Gabon,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,86.36
Gabon,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,74.48
Gabon,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.33
Gabon,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.2
Gabon,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.14
Gabon,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,83.95
Gabon,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,89.88
Gabon,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,77.64
Gabon,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,85.36
Gabon,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,91.45
Gabon,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,78.92
Gabon,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,86.46
Gabon,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,92.62
Gabon,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,79.91
Gabon,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,87.2
Gabon,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,93.51
Gabon,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,80.56
Gabon,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,87.78
Gabon,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,94.08
Gabon,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,81.15
Gabon,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,88.3
Gabon,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,94.66
Gabon,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,81.57
Gabon,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,88.83
Gabon,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,95.22
Gabon,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,82.04
Gabon,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,89.36
Gabon,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,95.84
Gabon,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,82.6
Gabon,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,90.08
Gabon,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,96.51
Gabon,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,83.24
Gabon,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,90.87
Gabon,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,97.32
Gabon,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,84.01
Gabon,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,91.71
Gabon,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,98.25
Gabon,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,84.93
Gabon,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,92.86
Gabon,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,99.31
Gabon,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,86
Gabon,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,94.07
Gabon,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,100.7
Gabon,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,87.26
Gabon,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,95.73
Gabon,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,102.4
Gabon,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,88.82
Gabon,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,97.78
Gabon,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,104.4
Gabon,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,90.79
Gabon,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,100.1
Gabon,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,106.8
Gabon,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,93
Gabon,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,103
Gabon,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,109.8
Gabon,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,95.69
Gabon,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,106.1
Gabon,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,113
Gabon,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,98.76
Gabon,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,109.6
Gabon,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,116.6
Gabon,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,102.2
Gabon,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,113.6
Gabon,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,120.7
Gabon,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,106.1
Gabon,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,117.8
Gabon,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,125.2
Gabon,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,110.2
Gabon,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,122.2
Gabon,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,129.5
Gabon,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,114.3
Gabon,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,126.6
Gabon,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,134.1
Gabon,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,118.7
Gambia,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,51.72
Gambia,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,56.35
Gambia,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,46.85
Gambia,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,53.65
Gambia,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,58.35
Gambia,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,48.7
Gambia,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,55.71
Gambia,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,60.48
Gambia,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,50.61
Gambia,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,57.83
Gambia,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,62.73
Gambia,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,52.61
Gambia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,60.04
Gambia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,65.02
Gambia,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,54.72
Gambia,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,62.31
Gambia,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,67.43
Gambia,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,56.97
Gambia,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,64.77
Gambia,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,69.92
Gambia,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,59.34
Gambia,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,67.33
Gambia,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,72.61
Gambia,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,61.8
Gambia,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,70.05
Gambia,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,75.4
Gambia,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,64.42
Gambia,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.94
Gambia,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,78.39
Gambia,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,67.21
Gambia,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,76
Gambia,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,81.5
Gambia,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,70.13
Gambia,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,79.19
Gambia,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,84.85
Gambia,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,73.25
Gambia,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.67
Gambia,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,88.44
Gambia,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.62
Gambia,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,86.38
Gambia,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,92.29
Gambia,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,80.18
Gambia,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,90.27
Gambia,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,96.28
Gambia,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,83.95
Gambia,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,94.38
Gambia,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,100.6
Gambia,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,87.92
Gambia,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,98.72
Gambia,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,105
Gambia,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,92.03
Gambia,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,103.2
Gambia,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,109.6
Gambia,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,96.38
Gambia,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,107.8
Gambia,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,114.4
Gambia,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,100.9
Gambia,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,112.5
Gambia,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,119.3
Gambia,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,105.4
Gambia,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,117.4
Gambia,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,124.4
Gambia,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,110.2
Gambia,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,122.5
Gambia,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,129.6
Gambia,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,115.1
Gambia,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,127.8
Gambia,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,135.1
Gambia,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,120.1
Gambia,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,133.2
Gambia,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,140.6
Gambia,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,125.3
Gambia,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,138.9
Gambia,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,146.5
Gambia,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,130.7
Gambia,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,144.5
Gambia,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,152.4
Gambia,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,136.1
Gambia,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,150.2
Gambia,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,158.4
Gambia,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,141.6
Gambia,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,155.9
Gambia,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,164.5
Gambia,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,147
Gambia,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,161.6
Gambia,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,170.6
Gambia,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,152.4
Gambia,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,167.4
Gambia,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,176.5
Gambia,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,157.9
Gambia,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,173.3
Gambia,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,182.7
Gambia,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,163.5
Gambia,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,179.5
Gambia,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,189
Gambia,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,169.4
Gambia,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,185.9
Gambia,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,195.6
Gambia,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,175.6
Gambia,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,192.4
Gambia,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,202.4
Gambia,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,182
Gambia,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,199.2
Gambia,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,209.6
Gambia,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,188.6
Gambia,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,206
Gambia,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,216.6
Gambia,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,195.4
Gambia,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,212.9
Gambia,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,223.4
Gambia,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,201.9
Gambia,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,219.5
Gambia,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,230.1
Gambia,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,208.4
Gambia,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,226.1
Gambia,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,236.9
Gambia,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,214.8
Gambia,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,232.4
Gambia,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,243.2
Gambia,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,221
Gambia,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,238.7
Gambia,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,249.6
Gambia,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,227
Gambia,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,245
Gambia,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,256.1
Gambia,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,233.1
Gambia,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,251.3
Gambia,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,262.5
Gambia,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,239.4
Gambia,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,257.9
Gambia,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,269.2
Gambia,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,245.8
Gambia,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,264.5
Gambia,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,276
Gambia,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,252.5
Gambia,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,271.2
Gambia,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,282.5
Gambia,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,258.9
Gambia,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,277.8
Gambia,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,289.5
Gambia,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,265.4
Gambia,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,284.4
Gambia,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,296.3
Gambia,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,272
Gambia,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,291
Gambia,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,302.9
Gambia,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,278.5
Gambia,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,297.5
Gambia,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,309.2
Gambia,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,284.8
Gambia,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,303.7
Gambia,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,315.6
Gambia,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,291
Gambia,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,310
Gambia,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,321.9
Gambia,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,296.9
Gambia,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,315.9
Gambia,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,328.1
Gambia,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,303
Gambia,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,322.2
Gambia,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,334.5
Gambia,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,308.8
Gambia,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,328.3
Gambia,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,340.7
Gambia,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,315
Gambia,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,334.9
Gambia,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,347.1
Gambia,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,321.1
Gambia,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,341.1
Gambia,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,353.7
Gambia,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,327.5
