Location,Period,Indicator,Dim1,First Tooltip
Lebanon,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Lebanon,2019,New HIV infections (per 1000 uninfected population),Male,0.05
Lebanon,2019,New HIV infections (per 1000 uninfected population),Female,0
Lebanon,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Lebanon,2015,New HIV infections (per 1000 uninfected population),Male,0.06
Lebanon,2015,New HIV infections (per 1000 uninfected population),Female,0
Lebanon,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Lebanon,2010,New HIV infections (per 1000 uninfected population),Male,0.05
Lebanon,2010,New HIV infections (per 1000 uninfected population),Female,0
Lebanon,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Lebanon,2005,New HIV infections (per 1000 uninfected population),Male,0.04
Lebanon,2005,New HIV infections (per 1000 uninfected population),Female,0.01
Lebanon,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Lebanon,2000,New HIV infections (per 1000 uninfected population),Male,0.03
Lebanon,2000,New HIV infections (per 1000 uninfected population),Female,0.01
Lesotho,2019,New HIV infections (per 1000 uninfected population),Both sexes,6.43
Lesotho,2019,New HIV infections (per 1000 uninfected population),Male,5.7
Lesotho,2019,New HIV infections (per 1000 uninfected population),Female,7.18
Lesotho,2015,New HIV infections (per 1000 uninfected population),Both sexes,8.13
Lesotho,2015,New HIV infections (per 1000 uninfected population),Male,7.18
Lesotho,2015,New HIV infections (per 1000 uninfected population),Female,9.1
Lesotho,2010,New HIV infections (per 1000 uninfected population),Both sexes,12.2
Lesotho,2010,New HIV infections (per 1000 uninfected population),Male,10.8
Lesotho,2010,New HIV infections (per 1000 uninfected population),Female,13.7
Lesotho,2005,New HIV infections (per 1000 uninfected population),Both sexes,15.1
Lesotho,2005,New HIV infections (per 1000 uninfected population),Male,13.4
Lesotho,2005,New HIV infections (per 1000 uninfected population),Female,16.8
Lesotho,2000,New HIV infections (per 1000 uninfected population),Both sexes,21.2
Lesotho,2000,New HIV infections (per 1000 uninfected population),Male,18.4
Lesotho,2000,New HIV infections (per 1000 uninfected population),Female,23.9
Liberia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.46
Liberia,2019,New HIV infections (per 1000 uninfected population),Male,0.43
Liberia,2019,New HIV infections (per 1000 uninfected population),Female,0.49
Liberia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.64
Liberia,2015,New HIV infections (per 1000 uninfected population),Male,0.6
Liberia,2015,New HIV infections (per 1000 uninfected population),Female,0.69
Liberia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.89
Liberia,2010,New HIV infections (per 1000 uninfected population),Male,0.84
Liberia,2010,New HIV infections (per 1000 uninfected population),Female,0.95
Liberia,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.21
Liberia,2005,New HIV infections (per 1000 uninfected population),Male,1.15
Liberia,2005,New HIV infections (per 1000 uninfected population),Female,1.28
Liberia,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.93
Liberia,2000,New HIV infections (per 1000 uninfected population),Male,1.82
Liberia,2000,New HIV infections (per 1000 uninfected population),Female,2.05
Libya,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Libya,2019,New HIV infections (per 1000 uninfected population),Male,0.09
Libya,2019,New HIV infections (per 1000 uninfected population),Female,0.04
Libya,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.1
Libya,2015,New HIV infections (per 1000 uninfected population),Male,0.14
Libya,2015,New HIV infections (per 1000 uninfected population),Female,0.06
Libya,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.13
Libya,2010,New HIV infections (per 1000 uninfected population),Male,0.17
Libya,2010,New HIV infections (per 1000 uninfected population),Female,0.08
Libya,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.1
Libya,2005,New HIV infections (per 1000 uninfected population),Male,0.14
Libya,2005,New HIV infections (per 1000 uninfected population),Female,0.06
Libya,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Libya,2000,New HIV infections (per 1000 uninfected population),Male,0.06
Libya,2000,New HIV infections (per 1000 uninfected population),Female,0.02
Lithuania,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Lithuania,2019,New HIV infections (per 1000 uninfected population),Male,0.16
Lithuania,2019,New HIV infections (per 1000 uninfected population),Female,0.04
Lithuania,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Lithuania,2015,New HIV infections (per 1000 uninfected population),Male,0.15
Lithuania,2015,New HIV infections (per 1000 uninfected population),Female,0.04
Lithuania,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Lithuania,2010,New HIV infections (per 1000 uninfected population),Male,0.12
Lithuania,2010,New HIV infections (per 1000 uninfected population),Female,0.04
Lithuania,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Lithuania,2005,New HIV infections (per 1000 uninfected population),Male,0.09
Lithuania,2005,New HIV infections (per 1000 uninfected population),Female,0.03
Lithuania,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Lithuania,2000,New HIV infections (per 1000 uninfected population),Male,0.06
Lithuania,2000,New HIV infections (per 1000 uninfected population),Female,0.02
Luxembourg,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Luxembourg,2019,New HIV infections (per 1000 uninfected population),Male,
Luxembourg,2019,New HIV infections (per 1000 uninfected population),Female,
Luxembourg,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Luxembourg,2015,New HIV infections (per 1000 uninfected population),Male,
Luxembourg,2015,New HIV infections (per 1000 uninfected population),Female,
Luxembourg,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Luxembourg,2010,New HIV infections (per 1000 uninfected population),Male,
Luxembourg,2010,New HIV infections (per 1000 uninfected population),Female,
Luxembourg,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Luxembourg,2005,New HIV infections (per 1000 uninfected population),Male,
Luxembourg,2005,New HIV infections (per 1000 uninfected population),Female,
Luxembourg,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Luxembourg,2000,New HIV infections (per 1000 uninfected population),Male,
Luxembourg,2000,New HIV infections (per 1000 uninfected population),Female,
Madagascar,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.23
Madagascar,2019,New HIV infections (per 1000 uninfected population),Male,0.24
Madagascar,2019,New HIV infections (per 1000 uninfected population),Female,0.21
Madagascar,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.19
Madagascar,2015,New HIV infections (per 1000 uninfected population),Male,0.2
Madagascar,2015,New HIV infections (per 1000 uninfected population),Female,0.17
Madagascar,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.1
Madagascar,2010,New HIV infections (per 1000 uninfected population),Male,0.11
Madagascar,2010,New HIV infections (per 1000 uninfected population),Female,0.09
Madagascar,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Madagascar,2005,New HIV infections (per 1000 uninfected population),Male,0.05
Madagascar,2005,New HIV infections (per 1000 uninfected population),Female,0.04
Madagascar,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Madagascar,2000,New HIV infections (per 1000 uninfected population),Male,0.03
Madagascar,2000,New HIV infections (per 1000 uninfected population),Female,0.03
Malawi,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.94
Malawi,2019,New HIV infections (per 1000 uninfected population),Male,1.71
Malawi,2019,New HIV infections (per 1000 uninfected population),Female,2.16
Malawi,2015,New HIV infections (per 1000 uninfected population),Both sexes,2.77
Malawi,2015,New HIV infections (per 1000 uninfected population),Male,2.47
Malawi,2015,New HIV infections (per 1000 uninfected population),Female,3.07
Malawi,2010,New HIV infections (per 1000 uninfected population),Both sexes,4.25
Malawi,2010,New HIV infections (per 1000 uninfected population),Male,3.88
Malawi,2010,New HIV infections (per 1000 uninfected population),Female,4.62
Malawi,2005,New HIV infections (per 1000 uninfected population),Both sexes,#VALUE!
Malawi,2005,New HIV infections (per 1000 uninfected population),Male,5.52
Malawi,2005,New HIV infections (per 1000 uninfected population),Female,6.46
Malawi,2000,New HIV infections (per 1000 uninfected population),Both sexes,8.67
Malawi,2000,New HIV infections (per 1000 uninfected population),Male,7.97
Malawi,2000,New HIV infections (per 1000 uninfected population),Female,9.37
Malaysia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.2
Malaysia,2019,New HIV infections (per 1000 uninfected population),Male,0.36
Malaysia,2019,New HIV infections (per 1000 uninfected population),Female,0.04
Malaysia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.17
Malaysia,2015,New HIV infections (per 1000 uninfected population),Male,0.29
Malaysia,2015,New HIV infections (per 1000 uninfected population),Female,0.05
Malaysia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.19
Malaysia,2010,New HIV infections (per 1000 uninfected population),Male,0.3
Malaysia,2010,New HIV infections (per 1000 uninfected population),Female,0.08
Malaysia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.22
Malaysia,2005,New HIV infections (per 1000 uninfected population),Male,0.37
Malaysia,2005,New HIV infections (per 1000 uninfected population),Female,0.07
Malaysia,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.26
Malaysia,2000,New HIV infections (per 1000 uninfected population),Male,0.44
Malaysia,2000,New HIV infections (per 1000 uninfected population),Female,0.08
Maldives,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Maldives,2019,New HIV infections (per 1000 uninfected population),Male,
Maldives,2019,New HIV infections (per 1000 uninfected population),Female,
Maldives,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Maldives,2015,New HIV infections (per 1000 uninfected population),Male,
Maldives,2015,New HIV infections (per 1000 uninfected population),Female,
Maldives,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Maldives,2010,New HIV infections (per 1000 uninfected population),Male,
Maldives,2010,New HIV infections (per 1000 uninfected population),Female,
Maldives,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Maldives,2005,New HIV infections (per 1000 uninfected population),Male,
Maldives,2005,New HIV infections (per 1000 uninfected population),Female,
Maldives,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Maldives,2000,New HIV infections (per 1000 uninfected population),Male,
Maldives,2000,New HIV infections (per 1000 uninfected population),Female,
Mali,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Mali,2019,New HIV infections (per 1000 uninfected population),Male,
Mali,2019,New HIV infections (per 1000 uninfected population),Female,
Mali,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Mali,2015,New HIV infections (per 1000 uninfected population),Male,
Mali,2015,New HIV infections (per 1000 uninfected population),Female,
Mali,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Mali,2010,New HIV infections (per 1000 uninfected population),Male,
Mali,2010,New HIV infections (per 1000 uninfected population),Female,
Mali,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Mali,2005,New HIV infections (per 1000 uninfected population),Male,
Mali,2005,New HIV infections (per 1000 uninfected population),Female,
Mali,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Mali,2000,New HIV infections (per 1000 uninfected population),Male,
Mali,2000,New HIV infections (per 1000 uninfected population),Female,
Malta,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Malta,2019,New HIV infections (per 1000 uninfected population),Male,
Malta,2019,New HIV infections (per 1000 uninfected population),Female,
Malta,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Malta,2015,New HIV infections (per 1000 uninfected population),Male,
Malta,2015,New HIV infections (per 1000 uninfected population),Female,
Malta,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Malta,2010,New HIV infections (per 1000 uninfected population),Male,
Malta,2010,New HIV infections (per 1000 uninfected population),Female,
Malta,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Malta,2005,New HIV infections (per 1000 uninfected population),Male,
Malta,2005,New HIV infections (per 1000 uninfected population),Female,
Malta,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Malta,2000,New HIV infections (per 1000 uninfected population),Male,
Malta,2000,New HIV infections (per 1000 uninfected population),Female,
Mauritania,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Mauritania,2019,New HIV infections (per 1000 uninfected population),Male,
Mauritania,2019,New HIV infections (per 1000 uninfected population),Female,
Mauritania,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Mauritania,2015,New HIV infections (per 1000 uninfected population),Male,
Mauritania,2015,New HIV infections (per 1000 uninfected population),Female,
Mauritania,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Mauritania,2010,New HIV infections (per 1000 uninfected population),Male,
Mauritania,2010,New HIV infections (per 1000 uninfected population),Female,
Mauritania,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Mauritania,2005,New HIV infections (per 1000 uninfected population),Male,
Mauritania,2005,New HIV infections (per 1000 uninfected population),Female,
Mauritania,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Mauritania,2000,New HIV infections (per 1000 uninfected population),Male,
Mauritania,2000,New HIV infections (per 1000 uninfected population),Female,
Mauritius,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.57
Mauritius,2019,New HIV infections (per 1000 uninfected population),Male,0.8
Mauritius,2019,New HIV infections (per 1000 uninfected population),Female,0.34
Mauritius,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.49
Mauritius,2015,New HIV infections (per 1000 uninfected population),Male,0.7
Mauritius,2015,New HIV infections (per 1000 uninfected population),Female,0.29
Mauritius,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.72
Mauritius,2010,New HIV infections (per 1000 uninfected population),Male,1.01
Mauritius,2010,New HIV infections (per 1000 uninfected population),Female,0.43
Mauritius,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.09
Mauritius,2005,New HIV infections (per 1000 uninfected population),Male,1.54
Mauritius,2005,New HIV infections (per 1000 uninfected population),Female,0.65
Mauritius,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.92
Mauritius,2000,New HIV infections (per 1000 uninfected population),Male,1.31
Mauritius,2000,New HIV infections (per 1000 uninfected population),Female,0.55
Mexico,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Mexico,2019,New HIV infections (per 1000 uninfected population),Male,
Mexico,2019,New HIV infections (per 1000 uninfected population),Female,
Mexico,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Mexico,2015,New HIV infections (per 1000 uninfected population),Male,
Mexico,2015,New HIV infections (per 1000 uninfected population),Female,
Mexico,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Mexico,2010,New HIV infections (per 1000 uninfected population),Male,
Mexico,2010,New HIV infections (per 1000 uninfected population),Female,
Mexico,2005,New HIV infections (per 1000 uninfected population),Both sexes,
Mexico,2005,New HIV infections (per 1000 uninfected population),Male,
Mexico,2005,New HIV infections (per 1000 uninfected population),Female,
Mexico,2000,New HIV infections (per 1000 uninfected population),Both sexes,
Mexico,2000,New HIV infections (per 1000 uninfected population),Male,
Mexico,2000,New HIV infections (per 1000 uninfected population),Female,
Mongolia,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Mongolia,2019,New HIV infections (per 1000 uninfected population),Male,0.02
Mongolia,2019,New HIV infections (per 1000 uninfected population),Female,0
Mongolia,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Mongolia,2015,New HIV infections (per 1000 uninfected population),Male,0.03
Mongolia,2015,New HIV infections (per 1000 uninfected population),Female,0
Mongolia,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Mongolia,2010,New HIV infections (per 1000 uninfected population),Male,0.03
Mongolia,2010,New HIV infections (per 1000 uninfected population),Female,0
Mongolia,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Mongolia,2005,New HIV infections (per 1000 uninfected population),Male,0.04
Mongolia,2005,New HIV infections (per 1000 uninfected population),Female,0
Mongolia,2000,New HIV infections (per 1000 uninfected population),Both sexes,0
Mongolia,2000,New HIV infections (per 1000 uninfected population),Male,0.01
Mongolia,2000,New HIV infections (per 1000 uninfected population),Female,0
Montenegro,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Montenegro,2019,New HIV infections (per 1000 uninfected population),Male,0.1
Montenegro,2019,New HIV infections (per 1000 uninfected population),Female,0.01
Montenegro,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Montenegro,2015,New HIV infections (per 1000 uninfected population),Male,0.09
Montenegro,2015,New HIV infections (per 1000 uninfected population),Female,0.01
Montenegro,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Montenegro,2010,New HIV infections (per 1000 uninfected population),Male,0.06
Montenegro,2010,New HIV infections (per 1000 uninfected population),Female,0
Montenegro,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.01
Montenegro,2005,New HIV infections (per 1000 uninfected population),Male,0.02
Montenegro,2005,New HIV infections (per 1000 uninfected population),Female,0
Montenegro,2000,New HIV infections (per 1000 uninfected population),Both sexes,0
Montenegro,2000,New HIV infections (per 1000 uninfected population),Male,0.01
Montenegro,2000,New HIV infections (per 1000 uninfected population),Female,0
Morocco,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Morocco,2019,New HIV infections (per 1000 uninfected population),Male,0.03
Morocco,2019,New HIV infections (per 1000 uninfected population),Female,0.02
Morocco,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Morocco,2015,New HIV infections (per 1000 uninfected population),Male,0.04
Morocco,2015,New HIV infections (per 1000 uninfected population),Female,0.02
Morocco,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Morocco,2010,New HIV infections (per 1000 uninfected population),Male,0.05
Morocco,2010,New HIV infections (per 1000 uninfected population),Female,0.03
Morocco,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Morocco,2005,New HIV infections (per 1000 uninfected population),Male,0.05
Morocco,2005,New HIV infections (per 1000 uninfected population),Female,0.03
Morocco,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Morocco,2000,New HIV infections (per 1000 uninfected population),Male,0.05
Morocco,2000,New HIV infections (per 1000 uninfected population),Female,0.04
Mozambique,2019,New HIV infections (per 1000 uninfected population),Both sexes,4.68
Mozambique,2019,New HIV infections (per 1000 uninfected population),Male,4.03
Mozambique,2019,New HIV infections (per 1000 uninfected population),Female,5.32
Mozambique,2015,New HIV infections (per 1000 uninfected population),Both sexes,5.78
Mozambique,2015,New HIV infections (per 1000 uninfected population),Male,4.94
Mozambique,2015,New HIV infections (per 1000 uninfected population),Female,6.61
Mozambique,2010,New HIV infections (per 1000 uninfected population),Both sexes,7.19
Mozambique,2010,New HIV infections (per 1000 uninfected population),Male,6.18
Mozambique,2010,New HIV infections (per 1000 uninfected population),Female,8.16
Mozambique,2005,New HIV infections (per 1000 uninfected population),Both sexes,7.62
Mozambique,2005,New HIV infections (per 1000 uninfected population),Male,6.55
Mozambique,2005,New HIV infections (per 1000 uninfected population),Female,8.63
Mozambique,2000,New HIV infections (per 1000 uninfected population),Both sexes,8.3
Mozambique,2000,New HIV infections (per 1000 uninfected population),Male,7.05
Mozambique,2000,New HIV infections (per 1000 uninfected population),Female,9.46
Myanmar,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.19
Myanmar,2019,New HIV infections (per 1000 uninfected population),Male,0.25
Myanmar,2019,New HIV infections (per 1000 uninfected population),Female,0.13
Myanmar,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.26
Myanmar,2015,New HIV infections (per 1000 uninfected population),Male,0.34
Myanmar,2015,New HIV infections (per 1000 uninfected population),Female,0.18
Myanmar,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.31
Myanmar,2010,New HIV infections (per 1000 uninfected population),Male,0.38
Myanmar,2010,New HIV infections (per 1000 uninfected population),Female,0.25
Myanmar,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.46
Myanmar,2005,New HIV infections (per 1000 uninfected population),Male,0.58
Myanmar,2005,New HIV infections (per 1000 uninfected population),Female,0.35
Myanmar,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.58
Myanmar,2000,New HIV infections (per 1000 uninfected population),Male,0.82
Myanmar,2000,New HIV infections (per 1000 uninfected population),Female,0.35
Namibia,2019,New HIV infections (per 1000 uninfected population),Both sexes,3.1
Namibia,2019,New HIV infections (per 1000 uninfected population),Male,2.48
Namibia,2019,New HIV infections (per 1000 uninfected population),Female,3.7
Namibia,2015,New HIV infections (per 1000 uninfected population),Both sexes,#VALUE!
Namibia,2015,New HIV infections (per 1000 uninfected population),Male,3.22
Namibia,2015,New HIV infections (per 1000 uninfected population),Female,4.76
Namibia,2010,New HIV infections (per 1000 uninfected population),Both sexes,5.7
Namibia,2010,New HIV infections (per 1000 uninfected population),Male,4.68
Namibia,2010,New HIV infections (per 1000 uninfected population),Female,6.69
Namibia,2005,New HIV infections (per 1000 uninfected population),Both sexes,7.62
Namibia,2005,New HIV infections (per 1000 uninfected population),Male,6.37
Namibia,2005,New HIV infections (per 1000 uninfected population),Female,8.83
Namibia,2000,New HIV infections (per 1000 uninfected population),Both sexes,11.2
Namibia,2000,New HIV infections (per 1000 uninfected population),Male,9.26
Namibia,2000,New HIV infections (per 1000 uninfected population),Female,13.1
Nepal,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
Nepal,2019,New HIV infections (per 1000 uninfected population),Male,0.04
Nepal,2019,New HIV infections (per 1000 uninfected population),Female,0.02
Nepal,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Nepal,2015,New HIV infections (per 1000 uninfected population),Male,0.06
Nepal,2015,New HIV infections (per 1000 uninfected population),Female,0.03
Nepal,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Nepal,2010,New HIV infections (per 1000 uninfected population),Male,0.11
Nepal,2010,New HIV infections (per 1000 uninfected population),Female,0.05
Nepal,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.15
Nepal,2005,New HIV infections (per 1000 uninfected population),Male,0.21
Nepal,2005,New HIV infections (per 1000 uninfected population),Female,0.1
Nepal,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.2
Nepal,2000,New HIV infections (per 1000 uninfected population),Male,0.28
Nepal,2000,New HIV infections (per 1000 uninfected population),Female,0.12
Netherlands,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.02
Netherlands,2019,New HIV infections (per 1000 uninfected population),Male,0.03
Netherlands,2019,New HIV infections (per 1000 uninfected population),Female,0
Netherlands,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.04
Netherlands,2015,New HIV infections (per 1000 uninfected population),Male,0.06
Netherlands,2015,New HIV infections (per 1000 uninfected population),Female,0.01
Netherlands,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Netherlands,2010,New HIV infections (per 1000 uninfected population),Male,0.1
Netherlands,2010,New HIV infections (per 1000 uninfected population),Female,0.02
Netherlands,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Netherlands,2005,New HIV infections (per 1000 uninfected population),Male,0.11
Netherlands,2005,New HIV infections (per 1000 uninfected population),Female,0.02
Netherlands,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Netherlands,2000,New HIV infections (per 1000 uninfected population),Male,0.11
Netherlands,2000,New HIV infections (per 1000 uninfected population),Female,0.02
New Zealand,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.03
New Zealand,2019,New HIV infections (per 1000 uninfected population),Male,0.06
New Zealand,2019,New HIV infections (per 1000 uninfected population),Female,0
New Zealand,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.03
New Zealand,2015,New HIV infections (per 1000 uninfected population),Male,0.06
New Zealand,2015,New HIV infections (per 1000 uninfected population),Female,0
New Zealand,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.04
New Zealand,2010,New HIV infections (per 1000 uninfected population),Male,0.06
New Zealand,2010,New HIV infections (per 1000 uninfected population),Female,0.01
New Zealand,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.03
New Zealand,2005,New HIV infections (per 1000 uninfected population),Male,0.06
New Zealand,2005,New HIV infections (per 1000 uninfected population),Female,0.01
New Zealand,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.02
New Zealand,2000,New HIV infections (per 1000 uninfected population),Male,0.04
New Zealand,2000,New HIV infections (per 1000 uninfected population),Female,0
Nicaragua,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Nicaragua,2019,New HIV infections (per 1000 uninfected population),Male,0.09
Nicaragua,2019,New HIV infections (per 1000 uninfected population),Female,0.04
Nicaragua,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Nicaragua,2015,New HIV infections (per 1000 uninfected population),Male,0.11
Nicaragua,2015,New HIV infections (per 1000 uninfected population),Female,0.05
Nicaragua,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.1
Nicaragua,2010,New HIV infections (per 1000 uninfected population),Male,0.13
Nicaragua,2010,New HIV infections (per 1000 uninfected population),Female,0.07
Nicaragua,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.13
Nicaragua,2005,New HIV infections (per 1000 uninfected population),Male,0.17
Nicaragua,2005,New HIV infections (per 1000 uninfected population),Female,0.09
Nicaragua,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.19
Nicaragua,2000,New HIV infections (per 1000 uninfected population),Male,0.28
Nicaragua,2000,New HIV infections (per 1000 uninfected population),Female,0.09
Niger,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Niger,2019,New HIV infections (per 1000 uninfected population),Male,0.06
Niger,2019,New HIV infections (per 1000 uninfected population),Female,0.05
Niger,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.07
Niger,2015,New HIV infections (per 1000 uninfected population),Male,0.07
Niger,2015,New HIV infections (per 1000 uninfected population),Female,0.08
Niger,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.08
Niger,2010,New HIV infections (per 1000 uninfected population),Male,0.07
Niger,2010,New HIV infections (per 1000 uninfected population),Female,0.1
Niger,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.25
Niger,2005,New HIV infections (per 1000 uninfected population),Male,0.25
Niger,2005,New HIV infections (per 1000 uninfected population),Female,0.25
Niger,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.47
Niger,2000,New HIV infections (per 1000 uninfected population),Male,0.5
Niger,2000,New HIV infections (per 1000 uninfected population),Female,0.43
Nigeria,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.52
Nigeria,2019,New HIV infections (per 1000 uninfected population),Male,0.46
Nigeria,2019,New HIV infections (per 1000 uninfected population),Female,0.58
Nigeria,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.57
Nigeria,2015,New HIV infections (per 1000 uninfected population),Male,0.5
Nigeria,2015,New HIV infections (per 1000 uninfected population),Female,0.63
Nigeria,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.74
Nigeria,2010,New HIV infections (per 1000 uninfected population),Male,0.66
Nigeria,2010,New HIV infections (per 1000 uninfected population),Female,0.83
Nigeria,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.86
Nigeria,2005,New HIV infections (per 1000 uninfected population),Male,0.77
Nigeria,2005,New HIV infections (per 1000 uninfected population),Female,0.95
Nigeria,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.04
Nigeria,2000,New HIV infections (per 1000 uninfected population),Male,0.94
Nigeria,2000,New HIV infections (per 1000 uninfected population),Female,1.15
Norway,2019,New HIV infections (per 1000 uninfected population),Both sexes,
Norway,2019,New HIV infections (per 1000 uninfected population),Male,
Norway,2019,New HIV infections (per 1000 uninfected population),Female,
Norway,2015,New HIV infections (per 1000 uninfected population),Both sexes,
Norway,2015,New HIV infections (per 1000 uninfected population),Male,
Norway,2015,New HIV infections (per 1000 uninfected population),Female,
Norway,2010,New HIV infections (per 1000 uninfected population),Both sexes,
Norway,2010,New HIV infections (per 1000 uninfected population),Male,
Norway,2010,New HIV infections (per 1000 uninfected population),Female,
